"금연구역명",금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
"궁마을공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,306,100000,02-3423-7115,서울특별시 강남구 광평로42길 18,,서울특별시 강남구청,37.48492479,127.0992354,2020-08-16
"예지공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1536,100000,02-3423-7115,서울특별시 강남구 개포로 605,,서울특별시 강남구청,37.491935,127.0734546,2020-08-16
"한마음공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,2488,100000,02-3423-7115,서울특별시 강남구 개포로109길 69,,서울특별시 강남구청,37.49629104,127.0761282,2020-08-16
"대모산도시자연공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,2277252,100000,02-3423-7115,서울특별시 강남구 광평로10길 30-71,,서울특별시 강남구청,37.47751114,127.0750193,2020-08-16
"일원장미공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1500,100000,02-3423-7115,서울특별시 강남구 광평로10길 50,,서울특별시 강남구청,37.48106281,127.0832536,2020-08-16
"일원개나리공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,4454,100000,02-3423-7115,서울특별시 강남구 광평로10길 6,,서울특별시 강남구청,37.48262791,127.0765213,2020-08-16
"일원느티나무공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1826,100000,02-3423-7115,서울특별시 강남구 광평로1길 7,,서울특별시 강남구청,37.48311003,127.0777613,2020-08-16
"일원소나무공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1501,100000,02-3423-7115,서울특별시 강남구 일원로14길 25,,서울특별시 강남구청,37.48479809,127.0811005,2020-08-16
"일원상록수공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1500,100000,02-3423-7115,서울특별시 강남구 광평로10길 15,,서울특별시 강남구청,37.4828993841,127.0834456,2020-08-16
"일원비둘기공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1501,100000,02-3423-7115,서울특별시 강남구 광평로 126,,서울특별시 강남구청,37.4833385,127.0864656,2020-08-16
"일원진달래공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1500,100000,02-3423-7115,서울특별시 강남구 광평로19길 15,,서울특별시 강남구청,37.48553072,127.0847963,2020-08-16
"일원새싹공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1500,100000,02-3423-7115,서울특별시 강남구 광평로31길 27,,서울특별시 강남구청,37.4848802,127.0897795,2020-08-16
"수서까치공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1500,100000,02-3423-7115,서울특별시 강남구 광평로47길 17,,서울특별시 강남구청,37.48790982,127.0981867,2020-08-16
"수서은행나무공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1500,100000,02-3423-7115,서울특별시 강남구 광평로51길 49,,서울특별시 강남구청,37.49213604,127.0997527,2020-08-16
"수서목련공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1419,100000,02-3423-7115,서울특별시 강남구 광평로51길 22,,서울특별시 강남구청,37.49021867,127.1039565,2020-08-16
"수서개나리공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1500,100000,02-3423-7115,서울특별시 강남구 광평로56길 11,,서울특별시 강남구청,37.48797908,127.1056314,2020-08-16
"아래반고개공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,863,100000,02-3423-7115,서울특별시 강남구 밤고개로34길 10,,서울특별시 강남구청,37.4637036,127.1069807,2020-08-16
"윗반 고개공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,2,100000,02-3423-7115,서울특별시 강남구 헌릉로637길 12,,서울특별시 강남구청,37.46595172,127.1090413,2020-08-16
"윗반 고개공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,187,100000,02-3423-7115,서울특별시 강남구 밤고개로31길 9,,서울특별시 강남구청,37.46541087,127.1092982,2020-08-16
"윗반 고개공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,109,100000,02-3423-7115,서울특별시 강남구 밤고개로31길 9,,서울특별시 강남구청,37.46541087,127.1092982,2020-08-16
"달터근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,232078,100000,02-3423-7115,서울특별시 강남구 선릉로18길 15,,서울특별시 강남구청,37.48540914,127.0596364,2020-08-16
"개포근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,90064,100000,02-3423-7115,서울특별시 강남구 선릉로4길 30,,서울특별시 강남구청,37.4830336,127.063861,2020-08-16
"학동공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,29947,100000,02-3423-7115,서울특별시 강남구 강남대로140길 47,,서울특별시 강남구청,37.51548988,127.0252061,2020-08-16
"역삼문화공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,33975,100000,02-3423-7115,서울특별시 강남구 테헤란로7길 32,,서울특별시 강남구청,37.50251419,127.030309,2020-08-16
"싸리고개근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,15073,100000,02-3423-7115,서울특별시 강남구 도곡로14길 14-1,,서울특별시 강남구청,37.48982973,127.0370152,2020-08-16
"봉은역사공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,75636,100000,02-3423-7115,서울특별시 강남구 봉은사로 531,,서울특별시 강남구청,37.51582444,127.0577331,2020-08-16
"도산근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,29817,100000,02-3423-7115,서울특별시 강남구 도산대로45길 20,,서울특별시 강남구청,37.52394942,127.0356029,2020-08-16
"청수근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,17402,100000,02-3423-7115,서울특별시 강남구 학동로105길 30,,서울특별시 강남구청,37.52300679,127.0586448,2020-08-16
"대청근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,14089,100000,02-3423-7115,서울특별시 강남구 개포로116길 21,,서울특별시 강남구청,37.49282716,127.0821269,2020-08-16
"포이근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,13577,100000,02-3423-7115,서울특별시 강남구 개포로15길 25,,서울특별시 강남구청,37.4801009360,127.0454549,2020-08-16
"대진근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,13568,100000,02-3423-7115,서울특별시 강남구 개포로109길 62,,서울특별시 강남구청,37.496031,127.0788555,2020-08-16
"한솔근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,12878,100000,02-3423-7115,서울특별시 강남구 광평로10길 6,,서울특별시 강남구청,37.48262791,127.0765213,2020-08-16
"윗반 고개공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,252,100000,02-3423-7115,서울특별시 강남구 밤고개로31길 9,,서울특별시 강남구청,37.46541087,127.1092982,2020-08-16
"학여울근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,12506,100000,02-3423-7115,서울특별시 강남구 개포로 513,,서울특별시 강남구청,37.49028366,127.0694778,2020-08-16
"배밭근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,11627,100000,02-3423-7115,서울특별시 강남구 개포로 411,,서울특별시 강남구청,37.4885757,127.062321,2020-08-16
"독골근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,10023,100000,02-3423-7115,서울특별시 강남구 남부순환로378길 39,,서울특별시 강남구청,37.484534,127.0470673,2020-08-16
"탄천근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,10011,100000,02-3423-7115,서울특별시 강남구 광평로56길 11,,서울특별시 강남구청,37.48797908,127.1056314,2020-08-16
"개포동근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,9706,100000,02-3423-7115,서울특별시 강남구 개포로 509,,서울특별시 강남구청,37.48970767,127.068281,2020-08-16
"청룡근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,9367,100000,02-3423-7115,서울특별시 강남구 언주로 110,,서울특별시 강남구청,37.48541153,127.0547066,2020-08-16
"길섶근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1581,100000,02-3423-7115,서울특별시 강남구 도곡로51길 33,,서울특별시 강남구청,37.49750213,127.0485424,2020-08-16
"영동근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1294,100000,02-3423-7115,서울특별시 강남구 선릉로69길 20,,서울특별시 강남구청,37.4987189,127.0509257,2020-08-16
"보은근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1148,100000,02-3423-7115,서울특별시 강남구 언주로 332,,서울특별시 강남구청,37.49822341,127.047397,2020-08-16
"매봉근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,6147,100000,02-3423-7115,서울특별시 강남구 선릉로 221,,서울특별시 강남구청,37.49420756,127.049733,2020-08-16
"언주근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1111,100000,02-3423-7115,서울특별시 강남구 역삼로 306,,서울특별시 강남구청,37.49897682,127.0469587,2020-08-16
"도성근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1989,100000,02-3423-7115,서울특별시 강남구 역삼로 307,,서울특별시 강남구청,37.49904971,127.0448779,2020-08-16
"송운근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1175,100000,02-3423-7115,서울특별시 강남구 역삼로 314,,서울특별시 강남구청,37.4996497,127.0493023,2020-08-16
"반달근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,679,100000,02-3423-7115,서울특별시 강남구 선릉로130길 20,,서울특별시 강남구청,37.51566482,127.043345,2020-08-16
"배꽃근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1593,100000,02-3423-7115,서울특별시 강남구 선릉로126길 22,,서울특별시 강남구청,37.51625158,127.0451257,2020-08-16
"큰골근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1688,100000,02-3423-7115,서울특별시 강남구 선릉로 222,,서울특별시 강남구청,37.4958668,127.0547505,2020-08-16
"새뜰근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,428,100000,02-3423-7115,서울특별시 강남구 도곡로57길 12,,서울특별시 강남구청,37.4966993800,127.0512228,2020-08-16
"샘터근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1800,100000,02-3423-7115,서울특별시 강남구 학동로68길 29,,서울특별시 강남구청,37.51656074,127.0471869,2020-08-16
"학봉근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1343,100000,02-3423-7115,서울특별시 강남구 삼성로111길 8,,서울특별시 강남구청,37.5147316,127.0517374,2020-08-16
"다솜소공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,604,100000,02-3423-7115,서울특별시 강남구 도곡로43길 20,,서울특별시 강남구청,37.49686419,127.0486175,2020-08-16
"논현까치공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,957,100000,02-3423-7115,서울특별시 강남구 학동로4길 43-12,,서울특별시 강남구청,37.5086093,127.0250114,2020-08-16
"논현목련공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,986,100000,02-3423-7115,서울특별시 강남구 강남대로124길 65,,서울특별시 강남구청,37.51102773,127.0268707,2020-08-16
"논현은행나무공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1015,100000,02-3423-7115,서울특별시 강남구 강남대로132길 21,,서울특별시 강남구청,37.5126214,127.0227213,2020-08-16
"논현개나리공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1653,100000,02-3423-7115,서울특별시 강남구 논현로123길 19,,서울특별시 강남구청,37.51122518,127.0300758,2020-08-16
"논현무궁화공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1880,100000,02-3423-7115,서울특별시 강남구 논현로111길 39,,서울특별시 강남구청,37.50682459,127.0304239,2020-08-16
"논현소나무공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1820,100000,02-3423-7115,서울특별시 강남구 학동로 318,,서울특별시 강남구청,37.51574959,127.0378794,2020-08-16
"학동근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1499,100000,02-3423-7115,서울특별시 강남구 언주로116길 27,,서울특별시 강남구청,37.511628,127.0387639,2020-08-16
"신사은행나무공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1240,100000,02-3423-7115,서울특별시 강남구 논현로153길 27,,서울특별시 강남구청,37.5207228,127.025976,2020-08-16
"신사목련공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1001,100000,02-3423-7115,서울특별시 강남구 논현로159길 24,,서울특별시 강남구청,37.5229528,127.0260726,2020-08-16
"신사무궁화공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1642,100000,02-3423-7115,서울특별시 강남구 언주로157길 8-4,,서울특별시 강남구청,37.52414139,127.0322551,2020-08-16
"신사까치공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,993,100000,02-3423-7115,서울특별시 강남구 논현로164길 14,,서울특별시 강남구청,37.52343214,127.0294494,2020-08-16
"신사개나리공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,991,100000,02-3423-7115,서울특별시 강남구 압구정로30길 23,,서울특별시 강남구청,37.5258525,127.029481,2020-08-16
"압구정목련공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,2072,100000,02-3423-7115,서울특별시 강남구 압구정로39길 58,,서울특별시 강남구청,37.53268651,127.0322084,2020-08-16
"압구정은행나무공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,2547,100000,02-3423-7115,서울특별시 강남구 압구정로 201,,서울특별시 강남구청,37.53153399,127.0292754,2020-08-16
"삼성목련공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1641,100000,02-3423-7115,서울특별시 강남구 삼성로120길 46,,서울특별시 강남구청,37.5184102,127.0541843,2020-08-16
"삼성까치공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1463,100000,02-3423-7115,서울특별시 강남구 봉은사로105길 54-1,,서울특별시 강남구청,37.5180388,127.060608,2020-08-16
"청담은행나무공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1644,100000,02-3423-7115,서울특별시 강남구 도산대로67길 15,,서울특별시 강남구청,37.525136,127.0442417,2020-08-16
"청담목련공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1642,100000,02-3423-7115,서울특별시 강남구 도산대로92길 10,,서울특별시 강남구청,37.52369924,127.0497435,2020-08-16
"도곡까치공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1794,100000,02-3423-7115,서울특별시 강남구 논현로26길 34,,서울특별시 강남구청,37.483308,127.0451082,2020-08-16
"도곡목련공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1709,100000,02-3423-7115,서울특별시 강남구 논현로36길 31,,서울특별시 강남구청,37.48520683,127.0443508,2020-08-16
"역삼까치공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,987,100000,02-3423-7115,서울특별시 강남구 테헤란로6길 16,,서울특별시 강남구청,37.4975410394,127.0305488,2020-08-16
"역삼무궁화공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,992,100000,02-3423-7115,서울특별시 강남구 역삼로 117,,서울특별시 강남구청,37.493817,127.0322098,2020-08-16
"역삼개나리공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1635,100000,02-3423-7115,서울특별시 강남구 논현로79길 24,,서울특별시 강남구청,37.497553,127.0362551,2020-08-16
"역삼소나무공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,987,100000,02-3423-7115,서울특별시 강남구 강남대로62길 31,,서울특별시 강남구청,37.490943,127.0340015,2020-08-16
"역삼은행나무공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1647,100000,02-3423-7115,서울특별시 강남구 봉은사로22길 20,,서울특별시 강남구청,37.505391,127.0315238,2020-08-16
"대치목련공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1649,100000,02-3423-7115,서울특별시 강남구 도곡로77길 22,,서울특별시 강남구청,37.49982598,127.0581713,2020-08-16
"대치까치공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,992,100000,02-3423-7115,서울특별시 강남구 도곡로78길 22,,서울특별시 강남구청,37.49663609,127.0588507,2020-08-16
"대치은행나무공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1619,100000,02-3423-7115,서울특별시 강남구 선릉로76길 11,,서울특별시 강남구청,37.501631,127.0515319,2020-08-16
"개포까치공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1690,100000,02-3423-7115,서울특별시 강남구 선릉로12길 17,,서울특별시 강남구청,37.4840137,127.0609626,2020-08-16
"수서제2근린공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,44587.5,100000,02-3423-7115,서울특별시 강남구 광평로 188,,서울특별시 강남구청,37.48324306,127.0884842,2020-08-16
"언주역",언주역 6번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 간접흡연 피해방지 조례  제5조 및 제8호,,100000,02-3423-7115,서울특별시 강남구 봉은사로 지하201,,서울특별시 강남구청,37.50744703,127.0342831,2020-08-16
"언주역",언주역 7번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 간접흡연 피해방지 조례  제5조 및 제8호,,100000,02-3423-7115,서울특별시 강남구 봉은사로 지하201,,서울특별시 강남구청,37.50744703,127.0342831,2020-08-16
"언주역",언주역 8번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 간접흡연 피해방지 조례  제5조 및 제8호,,100000,02-3423-7115,서울특별시 강남구 봉은사로 지하201,,서울특별시 강남구청,37.50744703,127.0342831,2020-08-16
"일원역",일원역 1번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 간접흡연 피해방지 조례  제5조 및 제8호,,100000,02-3423-7115,서울특별시 강남구 일원로 지하121,,서울특별시 강남구청,37.48407494,127.084451,2020-08-16
"매봉역",매봉역 1번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 간접흡연 피해방지 조례  제5조 및 제8호,,100000,02-3423-7115,서울특별시 강남구 남부순환로 지하2744,,서울특별시 강남구청,37.48696113,127.0466165,2020-08-16
"매봉역",매봉역 2번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 간접흡연 피해방지 조례  제5조 및 제8호,,100000,02-3423-7115,서울특별시 강남구 남부순환로 지하2744,,서울특별시 강남구청,37.48696113,127.0466165,2020-08-16
"매봉역",매봉역 3번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 간접흡연 피해방지 조례  제5조 및 제8호,,100000,02-3423-7115,서울특별시 강남구 남부순환로 지하2744,,서울특별시 강남구청,37.48696113,127.0466165,2020-08-16
"매봉역",매봉역 4번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 간접흡연 피해방지 조례  제5조 및 제8호,,100000,02-3423-7115,서울특별시 강남구 남부순환로 지하2744,,서울특별시 강남구청,37.48696113,127.0466165,2020-08-16
